Date,Description,Deposit Amount,Withdrawal Amount,Notes,Category Name,Category Id,Ledger Id,Ledger Name
06-04-2025,NEFT CR-SALARY-FREELANCE CLIENT,60307,,,Salary Income,1,201,Salary Ledger
04-03-2026,SALARY CREDIT MAR 2026,83111,,,Salary Income,1,201,Salary Ledger
03-09-2025,UPI-FLIPKART-MISC-695642,3916,,,Miscellaneous,12,499,Miscellaneous Ledger
18-03-2026,UPI-GOOGLEPAY-MEDICAL BILL,,1897,,Health & Medical,9,307,Medical Expense Ledger
17-03-2026,UPI-DMART-BROADBAND BILL,,4263,,Utilities & Bills,7,305,Utilities Expense Ledger
05-02-2026,NEFT CR-SALARY-FREELANCE CLIENT,44025,,,Salary Income,1,201,Salary Ledger
17-07-2025,UPI-PVR CINEMAS-LAB TESTS,,3909,,Health & Medical,9,307,Medical Expense Ledger
19-08-2025,UPI-CREDCLUB-CRED PAYMENT-655146467,,56668,,Credit Card Payment,11,401,Credit Card Payment Ledger
04-02-2026,UPI-NATURAL ICE CREAM-FOOD,,506,,Groceries & Food,3,301,Groceries Expense Ledger
25-07-2025,APR JUL SALARY,67606,,,Salary Income,1,201,Salary Ledger
01-06-2025,UPI-AMAZON INDIA-ONLINE SHOPPING,,13103,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
20-10-2025,ACH C- TATA POWER CO LTD DIVIDEND-149067,5395,,,Investment Income,2,202,Investment Income Ledger
07-03-2026,UPI-NATURAL ICE CREAM-COACHING FEES,,8907,,Education & Books,10,308,Education Expense Ledger
10-12-2025,UPI-OLA CABS-MEDICAL BILL,,830,,Health & Medical,9,307,Medical Expense Ledger
25-10-2025,RENT PAYMENT-623406,,20721,,Rent & Housing,4,302,Rent Expense Ledger
06-05-2025,UPI-RELIANCE DIGITAL-MISC-238731,,327,,Miscellaneous,12,499,Miscellaneous Ledger
10-11-2025,UPI-RELIANCE DIGITAL-ELECTRICITY BILL,,2609,,Utilities & Bills,7,305,Utilities Expense Ledger
27-03-2026,UPI-SWIGGY-DOCTOR CONSULTATION,,5713,,Health & Medical,9,307,Medical Expense Ledger
21-05-2025,UPI-DOMINOS PIZZA-BREAKFAST,,2364,,Groceries & Food,3,301,Groceries Expense Ledger
06-10-2025,UPI-CROSSWORD BOOKSTORE-CONCERT TICKETS,,3531,,Entertainment,8,306,Entertainment Expense Ledger
14-02-2026,UPI-NETFLIX-MISC-656718,,2044,,Miscellaneous,12,499,Miscellaneous Ledger
26-12-2025,BANK TRANSFER-HOUSE RENT-175451,,40983,,Rent & Housing,4,302,Rent Expense Ledger
10-12-2025,UPI-AMAZON INDIA-DOCTOR CONSULTATION,,2806,,Health & Medical,9,307,Medical Expense Ledger
12-12-2025,ACH C- RELIANCE INDUSTRIES DIVIDEND-593216,7813,,,Investment Income,2,202,Investment Income Ledger
09-08-2025,ICICI BANK INTEREST CREDIT-860084,1996,,,Investment Income,2,202,Investment Income Ledger
16-07-2025,UPI-APOLLO PHARMACY-CAB RIDE,,7657,,Transport & Travel,5,303,Travel Expense Ledger
20-01-2026,UPI-NATURAL ICE CREAM-BREAKFAST,,1039,,Groceries & Food,3,301,Groceries Expense Ledger
20-01-2026,UPI-ZERODHA BROKING LTD-MISC-255344,,542,,Miscellaneous,12,499,Miscellaneous Ledger
10-02-2026,CC BILL PAYMENT-709276766,,48153,,Credit Card Payment,11,401,Credit Card Payment Ledger
27-02-2026,UPI-PVR CINEMAS-MISC-375011,11805,,,Miscellaneous,12,499,Miscellaneous Ledger
04-10-2025,UPI-RELIANCE DIGITAL-FOOD,,1325,,Groceries & Food,3,301,Groceries Expense Ledger
30-09-2025,UPI-IRCTC UTS-DOCTOR CONSULTATION,,5651,,Health & Medical,9,307,Medical Expense Ledger
16-01-2026,UPI-UBER-DOCTOR CONSULTATION,,6617,,Health & Medical,9,307,Medical Expense Ledger
23-11-2025,UPI-RELIANCE DIGITAL-MOBILE BILL,,1069,,Utilities & Bills,7,305,Utilities Expense Ledger
12-12-2025,UPI-CREDCLUB-ONLINE SHOPPING,,819,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
15-01-2026,NEFT CR-SALARY-TCS,69290,,,Salary Income,1,201,Salary Ledger
18-02-2026,DIVIDEND CREDIT RELIANCE INDUSTRIES-316204,979,,,Investment Income,2,202,Investment Income Ledger
02-08-2025,UPI-AK JUICE CENTRE-COACHING FEES,,8399,,Education & Books,10,308,Education Expense Ledger
15-08-2025,APR AUG SALARY,61542,,,Salary Income,1,201,Salary Ledger
05-05-2025,BANK TRANSFER-HOUSE RENT-712181,,36247,,Rent & Housing,4,302,Rent Expense Ledger
28-10-2025,UPI-FLIPKART-CLOTHING,,12624,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
14-04-2025,BANK TRANSFER-HOUSE RENT-381854,,26020,,Rent & Housing,4,302,Rent Expense Ledger
17-09-2025,NEFT CR-CREDIT CARD BILL PAYMENT-407820283,,25532,,Credit Card Payment,11,401,Credit Card Payment Ledger
15-10-2025,UPI-NATURAL ICE CREAM-GAMING,,2469,,Entertainment,8,306,Entertainment Expense Ledger
14-07-2025,UPI-CREDCLUB-CRED PAYMENT-225283192,,28413,,Credit Card Payment,11,401,Credit Card Payment Ledger
02-11-2025,UPI-FLIPKART-BREAKFAST,,1726,,Groceries & Food,3,301,Groceries Expense Ledger
12-04-2025,BANK TRANSFER-HOUSE RENT-664983,,31816,,Rent & Housing,4,302,Rent Expense Ledger
14-04-2025,UPI-MYNTRA-MOBILE BILL,,866,,Utilities & Bills,7,305,Utilities Expense Ledger
25-01-2026,APR JAN SALARY,60127,,,Salary Income,1,201,Salary Ledger
10-08-2025,UPI-LENSKART-GAS CYLINDER PAYMENT,,4024,,Utilities & Bills,7,305,Utilities Expense Ledger
17-05-2025,BANK TRANSFER-HOUSE RENT-468226,,41396,,Rent & Housing,4,302,Rent Expense Ledger
08-10-2025,OCT 2025 SALARY CREDIT,60058,,,Salary Income,1,201,Salary Ledger
06-01-2026,SALARY CREDIT JAN 2026,85740,,,Salary Income,1,201,Salary Ledger
18-06-2025,RENT PAYMENT-428785,,25076,,Rent & Housing,4,302,Rent Expense Ledger
13-11-2025,NEFT-RENT-901849,,59313,,Rent & Housing,4,302,Rent Expense Ledger
02-05-2025,UPI-FLIPKART-ONLINE COURSE,,3899,,Education & Books,10,308,Education Expense Ledger
19-04-2025,UPI-CREDCLUB-CRED PAYMENT-254699641,,10256,,Credit Card Payment,11,401,Credit Card Payment Ledger
11-10-2025,OCT 2025 SALARY CREDIT,61904,,,Salary Income,1,201,Salary Ledger
14-10-2025,UPI-AK JUICE CENTRE-MOVIE TICKETS,,1872,,Entertainment,8,306,Entertainment Expense Ledger
19-11-2025,CC BILL PAYMENT-862364564,,3871,,Credit Card Payment,11,401,Credit Card Payment Ledger
21-12-2025,UPI-MYNTRA-FOOD,,2379,,Groceries & Food,3,301,Groceries Expense Ledger
22-03-2026,UPI-AIRTEL PAYMENTS BANK-MISC-728889,14584,,,Miscellaneous,12,499,Miscellaneous Ledger
05-10-2025,AK JUICE CENTRE SUBSCRIPTION-799158,,4600,,Entertainment,8,306,Entertainment Expense Ledger
27-07-2025,UPI-SPOTIFY-ONLINE COURSE,,8475,,Education & Books,10,308,Education Expense Ledger
15-01-2026,NEFT-RENT-882215,,43948,,Rent & Housing,4,302,Rent Expense Ledger
08-07-2025,UPI-PVR CINEMAS-DOCTOR CONSULTATION,,1591,,Health & Medical,9,307,Medical Expense Ledger
07-09-2025,UPI-AK JUICE CENTRE-ELECTRICITY BILL,,3171,,Utilities & Bills,7,305,Utilities Expense Ledger
29-04-2025,UPI-IRCTC UTS-ONLINE COURSE,,470,,Education & Books,10,308,Education Expense Ledger
10-04-2025,NEFT CR-SALARY-INFOSYS LIMITED,55042,,,Salary Income,1,201,Salary Ledger
17-03-2026,UPI-FLIPKART-CONCERT TICKETS,,3707,,Entertainment,8,306,Entertainment Expense Ledger
30-01-2026,UPI-NETFLIX-LUNCH,,339,,Groceries & Food,3,301,Groceries Expense Ledger
10-12-2025,UPI-UBER-WATER BILL,,3452,,Utilities & Bills,7,305,Utilities Expense Ledger
27-08-2025,OLA CABS PAYMENT-100049976,,5058,,Transport & Travel,5,303,Travel Expense Ledger
03-06-2025,UPI-GOOGLEPAY-PHARMACY,,899,,Health & Medical,9,307,Medical Expense Ledger
27-05-2025,UPI-NATURAL ICE CREAM-CAB RIDE,,12188,,Transport & Travel,5,303,Travel Expense Ledger
01-07-2025,UPI-LENSKART-CLOTHING,,19740,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
17-10-2025,UPI-STARBUCKS-FOOD,,433,,Groceries & Food,3,301,Groceries Expense Ledger
17-12-2025,BANK TRANSFER-HOUSE RENT-251538,,20251,,Rent & Housing,4,302,Rent Expense Ledger
27-11-2025,NEFT-RENT-253484,,27624,,Rent & Housing,4,302,Rent Expense Ledger
11-07-2025,UPI-IRCTC UTS-MOBILE BILL,,2049,,Utilities & Bills,7,305,Utilities Expense Ledger
14-03-2026,UPI-MYNTRA-DOCTOR CONSULTATION,,1335,,Health & Medical,9,307,Medical Expense Ledger
25-12-2025,UPI-CROSSWORD BOOKSTORE-LAB TESTS,,7749,,Health & Medical,9,307,Medical Expense Ledger
19-10-2025,UPI-STARBUCKS-CLOTHING,,12014,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
09-11-2025,UPI-IRCTC UTS-TICKET-436965178,,2091,,Transport & Travel,5,303,Travel Expense Ledger
31-08-2025,UPI-FLIPKART-MOBILE BILL,,2022,,Utilities & Bills,7,305,Utilities Expense Ledger
30-06-2025,CC BILL PAYMENT-175575549,,31881,,Credit Card Payment,11,401,Credit Card Payment Ledger
08-08-2025,UPI-FLIPKART-DOCTOR CONSULTATION,,1176,,Health & Medical,9,307,Medical Expense Ledger
01-01-2026,UPI-PVR CINEMAS-ELECTRONICS,,3032,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
06-04-2025,NEFT-RENT-351514,,21422,,Rent & Housing,4,302,Rent Expense Ledger
13-05-2025,UPI-IRCTC UTS-TICKET-995456446,,11208,,Transport & Travel,5,303,Travel Expense Ledger
17-04-2025,UPI-NETFLIX-LAB TESTS,,2810,,Health & Medical,9,307,Medical Expense Ledger
15-04-2025,UPI-CREDCLUB-LAB TESTS,,5190,,Health & Medical,9,307,Medical Expense Ledger
06-02-2026,UPI-AIRTEL PAYMENTS BANK-CONCERT TICKETS,,3954,,Entertainment,8,306,Entertainment Expense Ledger
13-12-2025,POS-AIRTEL PAYMENTS BANK-MALL PURCHASE,,19656,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
20-09-2025,UPI-AMAZON INDIA-PHARMACY,,3864,,Health & Medical,9,307,Medical Expense Ledger
06-05-2025,UPI-GOOGLEPAY-PHARMACY,,5460,,Health & Medical,9,307,Medical Expense Ledger
26-09-2025,NEFT-RENT-494754,,50291,,Rent & Housing,4,302,Rent Expense Ledger
20-09-2025,SALARY CREDIT SEP 2025,81520,,,Salary Income,1,201,Salary Ledger
03-06-2025,UPI-NETFLIX-ELECTRICITY BILL,,4487,,Utilities & Bills,7,305,Utilities Expense Ledger
05-09-2025,UPI-AK JUICE CENTRE-JUICE,,1547,,Groceries & Food,3,301,Groceries Expense Ledger
24-08-2025,DIVIDEND CREDIT TCS LIMITED-595010,8610,,,Investment Income,2,202,Investment Income Ledger
11-11-2025,ZERODHA BROKING LTD SUBSCRIPTION-281517,,4273,,Entertainment,8,306,Entertainment Expense Ledger
18-11-2025,DIVIDEND CREDIT TCS LIMITED-713079,4846,,,Investment Income,2,202,Investment Income Ledger
17-04-2025,UPI-CREDCLUB-CRED PAYMENT-247276768,,71533,,Credit Card Payment,11,401,Credit Card Payment Ledger
15-08-2025,NEFT CR-SALARY-TCS,78055,,,Salary Income,1,201,Salary Ledger
14-11-2025,SALARY CREDIT NOV 2025,79194,,,Salary Income,1,201,Salary Ledger
01-10-2025,UPI-BHARGAV SANDEEP DESAI-CONCERT TICKETS,,4720,,Entertainment,8,306,Entertainment Expense Ledger
06-02-2026,UPI-FLIPKART-MISC-942840,,3713,,Miscellaneous,12,499,Miscellaneous Ledger
26-11-2025,RENT PAYMENT-715937,,24835,,Rent & Housing,4,302,Rent Expense Ledger
30-05-2025,UPI-DMART-GAMING,,3193,,Entertainment,8,306,Entertainment Expense Ledger
26-04-2025,OLA CABS SUBSCRIPTION-505105,,2666,,Entertainment,8,306,Entertainment Expense Ledger
20-11-2025,UPI-SPOTIFY-GAS CYLINDER PAYMENT,,4890,,Utilities & Bills,7,305,Utilities Expense Ledger
10-04-2025,NEFT-RENT-231184,,45327,,Rent & Housing,4,302,Rent Expense Ledger
31-10-2025,UPI-IRCTC UTS-MISC-852922,,3247,,Miscellaneous,12,499,Miscellaneous Ledger
09-03-2026,UPI-IRCTC UTS-MISC-241880,1474,,,Miscellaneous,12,499,Miscellaneous Ledger
27-10-2025,UPI-OLA CABS-MISC-393946,7039,,,Miscellaneous,12,499,Miscellaneous Ledger
20-08-2025,AUG 2025 SALARY CREDIT,70013,,,Salary Income,1,201,Salary Ledger
21-11-2025,UPI-CREDCLUB-BREAKFAST,,775,,Groceries & Food,3,301,Groceries Expense Ledger
14-09-2025,UPI-SWIGGY-ELECTRICITY BILL,,651,,Utilities & Bills,7,305,Utilities Expense Ledger
16-10-2025,RENT PAYMENT-967918,,11765,,Rent & Housing,4,302,Rent Expense Ledger
09-03-2026,UPI-STARBUCKS-GAS CYLINDER PAYMENT,,1749,,Utilities & Bills,7,305,Utilities Expense Ledger
19-08-2025,UPI-DMART-MOVIE TICKETS,,2861,,Entertainment,8,306,Entertainment Expense Ledger
16-03-2026,UPI-FLIPKART-BOOKS,,5893,,Education & Books,10,308,Education Expense Ledger
24-02-2026,FEB 2026 SALARY CREDIT,50561,,,Salary Income,1,201,Salary Ledger
11-06-2025,UPI-IRCTC UTS-TICKET-915250513,,13823,,Transport & Travel,5,303,Travel Expense Ledger
26-04-2025,UPI-ZOMATO-BOOKS,,4002,,Education & Books,10,308,Education Expense Ledger
07-05-2025,UPI-CREDCLUB-MOBILE BILL,,2634,,Utilities & Bills,7,305,Utilities Expense Ledger
07-04-2025,UPI-CREDCLUB-LAB TESTS,,6122,,Health & Medical,9,307,Medical Expense Ledger
05-05-2025,UPI-RELIANCE DIGITAL-MISC-622154,10875,,,Miscellaneous,12,499,Miscellaneous Ledger
05-12-2025,UPI-CROSSWORD BOOKSTORE-GAS CYLINDER PAYMENT,,3566,,Utilities & Bills,7,305,Utilities Expense Ledger
26-04-2025,UPI-STARBUCKS-SHOPPING,,16546,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
26-07-2025,RENT PAYMENT-389134,,37267,,Rent & Housing,4,302,Rent Expense Ledger
02-02-2026,INFOSYS LIMITED INTEREST CREDIT-789870,2899,,,Investment Income,2,202,Investment Income Ledger
09-04-2025,UPI-CREDCLUB-CRED PAYMENT-987468512,,4849,,Credit Card Payment,11,401,Credit Card Payment Ledger
22-01-2026,UPI-AK JUICE CENTRE-ONLINE SHOPPING,,13232,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
12-07-2025,NEFT CR-CREDIT CARD BILL PAYMENT-598626972,,52707,,Credit Card Payment,11,401,Credit Card Payment Ledger
14-05-2025,RENT PAYMENT-928569,,17280,,Rent & Housing,4,302,Rent Expense Ledger
10-12-2025,UPI-CROSSWORD BOOKSTORE-MEDICAL BILL,,6609,,Health & Medical,9,307,Medical Expense Ledger
15-11-2025,UPI-CREDCLUB-CRED PAYMENT-970300538,,3994,,Credit Card Payment,11,401,Credit Card Payment Ledger
14-02-2026,UPI-CREDCLUB-CONCERT TICKETS,,1913,,Entertainment,8,306,Entertainment Expense Ledger
24-12-2025,UPI-ZERODHA BROKING LTD-LAB TESTS,,6324,,Health & Medical,9,307,Medical Expense Ledger
18-01-2026,SALARY CREDIT JAN 2026,77164,,,Salary Income,1,201,Salary Ledger
12-07-2025,UPI-ZERODHA BROKING LTD-DOCTOR CONSULTATION,,7531,,Health & Medical,9,307,Medical Expense Ledger
04-06-2025,UPI-GOOGLEPAY-COACHING FEES,,2293,,Education & Books,10,308,Education Expense Ledger
30-12-2025,POS-SPOTIFY-MALL PURCHASE,,11096,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
19-01-2026,CC BILL PAYMENT-701540339,,79513,,Credit Card Payment,11,401,Credit Card Payment Ledger
27-03-2026,CC BILL PAYMENT-345626264,,51516,,Credit Card Payment,11,401,Credit Card Payment Ledger
29-08-2025,UPI-AMAZON INDIA-MISC-755258,,12704,,Miscellaneous,12,499,Miscellaneous Ledger
14-08-2025,UPI-NETFLIX-STATIONERY,,3162,,Education & Books,10,308,Education Expense Ledger
08-01-2026,NEFT CR-CREDIT CARD BILL PAYMENT-976279276,,76945,,Credit Card Payment,11,401,Credit Card Payment Ledger
03-08-2025,UPI-DOMINOS PIZZA-MOVIE TICKETS,,2186,,Entertainment,8,306,Entertainment Expense Ledger
05-03-2026,RENT PAYMENT-160128,,45887,,Rent & Housing,4,302,Rent Expense Ledger
07-02-2026,UPI-BIG BAZAAR-MEDICAL BILL,,5685,,Health & Medical,9,307,Medical Expense Ledger
04-09-2025,INFOSYS LIMITED INTEREST CREDIT-153053,8302,,,Investment Income,2,202,Investment Income Ledger
30-12-2025,UPI-PVR CINEMAS-ONLINE COURSE,,1384,,Education & Books,10,308,Education Expense Ledger
31-12-2025,DIVIDEND CREDIT ICICI BANK-953329,1679,,,Investment Income,2,202,Investment Income Ledger
08-05-2025,UPI-SWIGGY-ELECTRONICS,,4570,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
23-02-2026,UPI-FLIPKART-GAMING,,3857,,Entertainment,8,306,Entertainment Expense Ledger
01-10-2025,SALARY CREDIT OCT 2025,41014,,,Salary Income,1,201,Salary Ledger
26-01-2026,FLIPKART SUBSCRIPTION-123248,,790,,Entertainment,8,306,Entertainment Expense Ledger
26-07-2025,UPI-BIG BAZAAR-PHARMACY,,2756,,Health & Medical,9,307,Medical Expense Ledger
20-02-2026,UPI-ZERODHA BROKING LTD-MEDICAL BILL,,494,,Health & Medical,9,307,Medical Expense Ledger
20-08-2025,UPI-DOMINOS PIZZA-ONLINE SHOPPING,,18457,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
04-04-2025,ASIAN PAINTS LTD INTEREST CREDIT-577177,8686,,,Investment Income,2,202,Investment Income Ledger
24-02-2026,BIG BAZAAR SUBSCRIPTION-105668,,2567,,Entertainment,8,306,Entertainment Expense Ledger
04-05-2025,UPI-STARBUCKS-MISC-897183,7747,,,Miscellaneous,12,499,Miscellaneous Ledger
26-07-2025,UPI-CREDCLUB-CRED PAYMENT-319241219,,8352,,Credit Card Payment,11,401,Credit Card Payment Ledger
12-03-2026,UPI-BIG BAZAAR-CLOTHING,,8526,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
13-03-2026,UPI-CROSSWORD BOOKSTORE-ELECTRONICS,,8203,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
26-10-2025,NEFT CR-SALARY-WIPRO,65398,,,Salary Income,1,201,Salary Ledger
16-11-2025,UPI-GOOGLEPAY-SHOPPING,,8512,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
11-09-2025,UPI-IRCTC UTS-CLOTHING,,13852,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
16-07-2025,SALARY CREDIT JUL 2025,75529,,,Salary Income,1,201,Salary Ledger
29-07-2025,DIVIDEND CREDIT TCS LIMITED-771314,2718,,,Investment Income,2,202,Investment Income Ledger
01-12-2025,UPI-ZERODHA BROKING LTD-BREAKFAST,,1013,,Groceries & Food,3,301,Groceries Expense Ledger
30-12-2025,RENT PAYMENT-585687,,10187,,Rent & Housing,4,302,Rent Expense Ledger
14-01-2026,UPI-DOMINOS PIZZA-BOOKS,,3806,,Education & Books,10,308,Education Expense Ledger
13-01-2026,UPI-SWIGGY-BOOKS,,4127,,Education & Books,10,308,Education Expense Ledger
04-05-2025,UPI-AK JUICE CENTRE-BROADBAND BILL,,2791,,Utilities & Bills,7,305,Utilities Expense Ledger
27-09-2025,UPI-RELIANCE DIGITAL-COACHING FEES,,1400,,Education & Books,10,308,Education Expense Ledger
21-04-2025,UPI-NETFLIX-ELECTRICITY BILL,,3095,,Utilities & Bills,7,305,Utilities Expense Ledger
18-10-2025,UPI-IRCTC UTS-TICKET-329227506,,7072,,Transport & Travel,5,303,Travel Expense Ledger
08-09-2025,UPI-STARBUCKS-LUNCH,,711,,Groceries & Food,3,301,Groceries Expense Ledger
18-02-2026,UPI-IRCTC UTS-TICKET-567139030,,186,,Transport & Travel,5,303,Travel Expense Ledger
06-08-2025,UPI-UBER-BREAKFAST,,1358,,Groceries & Food,3,301,Groceries Expense Ledger
13-05-2025,RENT PAYMENT-809676,,58799,,Rent & Housing,4,302,Rent Expense Ledger
23-05-2025,SALARY CREDIT MAY 2025,84278,,,Salary Income,1,201,Salary Ledger
03-01-2026,CRISIL LIMITED INTEREST CREDIT-769277,8726,,,Investment Income,2,202,Investment Income Ledger
12-11-2025,UPI-NETFLIX-SHOPPING,,13245,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
07-05-2025,CC BILL PAYMENT-621818745,,73617,,Credit Card Payment,11,401,Credit Card Payment Ledger
01-05-2025,UPI-CREDCLUB-STATIONERY,,8506,,Education & Books,10,308,Education Expense Ledger
12-12-2025,UPI-BIG BAZAAR-LAB TESTS,,5553,,Health & Medical,9,307,Medical Expense Ledger
27-04-2025,UPI-STARBUCKS-GAS CYLINDER PAYMENT,,2494,,Utilities & Bills,7,305,Utilities Expense Ledger
25-01-2026,UPI-AMAZON INDIA-MISC-115534,5833,,,Miscellaneous,12,499,Miscellaneous Ledger
14-12-2025,APR DEC SALARY,59389,,,Salary Income,1,201,Salary Ledger
30-04-2025,UPI-ZERODHA BROKING LTD-DINNER,,2427,,Groceries & Food,3,301,Groceries Expense Ledger
01-05-2025,ACH C- ASIAN PAINTS LTD DIVIDEND-406081,5668,,,Investment Income,2,202,Investment Income Ledger
26-03-2026,SALARY CREDIT MAR 2026,68916,,,Salary Income,1,201,Salary Ledger
15-08-2025,UPI-NETFLIX-MOBILE BILL,,2887,,Utilities & Bills,7,305,Utilities Expense Ledger
13-08-2025,UPI-NETFLIX-MOBILE BILL,,1548,,Utilities & Bills,7,305,Utilities Expense Ledger
21-01-2026,UPI-NETFLIX-DINNER,,1080,,Groceries & Food,3,301,Groceries Expense Ledger
11-03-2026,UPI-NETFLIX-ELECTRICITY BILL,,1020,,Utilities & Bills,7,305,Utilities Expense Ledger
25-03-2026,APR MAR SALARY,79082,,,Salary Income,1,201,Salary Ledger
31-12-2025,UPI-PVR CINEMAS-DINNER,,2076,,Groceries & Food,3,301,Groceries Expense Ledger
15-08-2025,UPI-AMAZON INDIA-LAB TESTS,,4093,,Health & Medical,9,307,Medical Expense Ledger
01-05-2025,UPI-DMART-MOVIE TICKETS,,1947,,Entertainment,8,306,Entertainment Expense Ledger
08-01-2026,UPI-MYNTRA-LAB TESTS,,2746,,Health & Medical,9,307,Medical Expense Ledger
21-10-2025,UPI-MYNTRA-CLOTHING,,4016,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
02-09-2025,UPI-SWIGGY-LUNCH,,1011,,Groceries & Food,3,301,Groceries Expense Ledger
24-02-2026,UPI-APOLLO PHARMACY-BREAKFAST,,188,,Groceries & Food,3,301,Groceries Expense Ledger
11-05-2025,UPI-MYNTRA-PHARMACY,,1455,,Health & Medical,9,307,Medical Expense Ledger
27-09-2025,ASIAN PAINTS LTD INTEREST CREDIT-102763,3769,,,Investment Income,2,202,Investment Income Ledger
05-04-2025,UPI-CROSSWORD BOOKSTORE-LAB TESTS,,6191,,Health & Medical,9,307,Medical Expense Ledger
18-09-2025,UPI-SWIGGY-MISC-268017,14501,,,Miscellaneous,12,499,Miscellaneous Ledger
21-04-2025,ACH C- ASIAN PAINTS LTD DIVIDEND-626670,6526,,,Investment Income,2,202,Investment Income Ledger
14-05-2025,NEFT-RENT-585097,,30463,,Rent & Housing,4,302,Rent Expense Ledger
13-05-2025,UPI-STARBUCKS-FOOD,,1924,,Groceries & Food,3,301,Groceries Expense Ledger
23-11-2025,UPI-LENSKART-CONCERT TICKETS,,2721,,Entertainment,8,306,Entertainment Expense Ledger
28-12-2025,UPI-BIG BAZAAR-ONLINE COURSE,,6439,,Education & Books,10,308,Education Expense Ledger
30-10-2025,ACH C- HDFC BANK DIVIDEND-901115,9327,,,Investment Income,2,202,Investment Income Ledger
17-03-2026,UPI-CROSSWORD BOOKSTORE-MISC-416463,1555,,,Miscellaneous,12,499,Miscellaneous Ledger
15-08-2025,UPI-AMAZON INDIA-LAB TESTS,,2155,,Health & Medical,9,307,Medical Expense Ledger
13-07-2025,UPI-PVR CINEMAS-BOOKS,,6657,,Education & Books,10,308,Education Expense Ledger
11-02-2026,UPI-LENSKART-MOBILE BILL,,1703,,Utilities & Bills,7,305,Utilities Expense Ledger
21-06-2025,APR JUN SALARY,84386,,,Salary Income,1,201,Salary Ledger
17-03-2026,UPI-AMAZON INDIA-MISC-266782,,3662,,Miscellaneous,12,499,Miscellaneous Ledger
05-04-2025,UPI-NETFLIX-MISC-848943,1975,,,Miscellaneous,12,499,Miscellaneous Ledger
20-03-2026,UPI-DOMINOS PIZZA-GAS CYLINDER PAYMENT,,1190,,Utilities & Bills,7,305,Utilities Expense Ledger
16-04-2025,UPI-IRCTC UTS-COACHING FEES,,9195,,Education & Books,10,308,Education Expense Ledger
19-02-2026,UPI-ZOMATO-CAB RIDE,,9785,,Transport & Travel,5,303,Travel Expense Ledger
10-10-2025,CC BILL PAYMENT-896170040,,33821,,Credit Card Payment,11,401,Credit Card Payment Ledger
28-03-2026,ZOMATO SUBSCRIPTION-735274,,1054,,Entertainment,8,306,Entertainment Expense Ledger
27-04-2025,APR 2025 SALARY CREDIT,58945,,,Salary Income,1,201,Salary Ledger
19-10-2025,UPI-NETFLIX-DINNER,,907,,Groceries & Food,3,301,Groceries Expense Ledger
19-03-2026,UPI-GOOGLEPAY-ONLINE SHOPPING,,10944,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
